AAA,2733262646400
ACB,95139813270000
ACV,208647219898824
ANV,6026685500000
BCM,66757500000000
BIC,4632437352500
BID,252449059980000
BMP,11493275695200
BSI,9056264460600
BSR,55188893164800
BVH,39788500150400
C4G,2962380551414
CII,4700360471100
CMG,8053814080800
CSC,774365927400
CST,672694336100
CTD,8788100532800
CTG,225002652230000
CTR,11667359658000
DBC,11613019331500
DCM,17708430000000
DGC,38319729957400
DGW,9606223402200
DHG,13009234064500
DPM,15029760000000
DPR,3549290322200
DRC,2577799528500
DVN,5537505000000
FIT,1495705349600
FOX,31113281417372
FPT,174763018940400
FRT,24469133064400
FTS,11395496383500
GAS,155553481821600
GEX,31798902341000
GMD,23804000017500
GVR,124600000000000
HAG,13958576900400
HAH,8057181242400
HCM,15317245055000
HDB,77574144830000
HDG,8425104801450
HHV,5381581323600
HPG,144875067030000
HSG,10370404560300
HT1,4655396914200
HUT,11334901955500
HVN,86139933368600
IDC,15080996755300
IMP,7948606519200
IPA,2908166540000
KBC,20149624923750
KDC,16518960012000
KDH,29778148539250
LPB,82227367260000
MBB,137964426600000
MBS,15294106592700
MCH,92219244263946
MPC,5465991843900
MSH,2843034390000
MSN,113772193120000
MSR,20466273920400
MWG,94314749416500
NKG,4186098708500
NLG,15006321369000
NT2,5498432153900
NTP,9221838774800
NVL,29544083750700
PAN,5937286221000
PC1,7760834025700
PDR,15367265460800
PHR,8265451078000
PLX,47744101188900
PNJ,28195436318400
POW,30444330800000
PTB,3628061442600
PVI,13304938045600
PVS,15342717909000
PVT,6301423692600
QNS,17464757860112
REE,31793404500000
SAB,59703278416600
SCS,6737080812000
SGT,2590061565000
SHB,47068374225000
SHS,10408406374400
SIP,14547858147300
SSH,33370125000000
SSI,48016472795100
STB,88510877115000
TCB,243030898480000
TNG,2635925929000
TPB,35798506510000
TV2,2491715488500
VCB,325285113660000
VCG,13797579206900
VCI,25420721592000
VCS,7632000000000
VEA,52077000800000
VGC,20220585000000
VGI,223984934774400
VGT,6310000000000
VHC,13220291065100
VHM,313395535600000
VIB,54518038740000
VIC,370792563480000
VIX,18668968614400
VJC,49015825727000
VLB,2149900790400
VND,25574638454400
VNM,120172438087500
VPB,146380890420000
VPG,707326008000
VRE,57754696320000
VTP,14114654567800
